model,dataset,config,bin_idx,bin_mid,n,mean_accept_rate,ci_lo,ci_hi,signal
qwen,math500,static_3_1_4,7,0.75,228,1.002923976608187,0.9597530046224537,1.0460949485939202,DOG
qwen,math500,static_3_1_4,8,0.8500000000000001,74,1.027027027027027,0.9539883527557008,1.100065701298353,DOG
qwen,math500,static_3_1_4,9,0.95,8,1.25,1.1430732337843637,1.3569267662156363,DOG
qwen,mtbench,static_3_1_4,0,0.05,2300,0.4965217391304348,0.4842198150143089,0.5088236632465607,DOG
qwen,mtbench,static_3_1_4,1,0.15000000000000002,3331,0.6358450915640949,0.6233927195145615,0.6482974636136282,DOG
qwen,mtbench,static_3_1_4,2,0.25,3162,0.7577482605945604,0.7442572617619114,0.7712392594272093,DOG
qwen,mtbench,static_3_1_4,3,0.35000000000000003,3851,0.7914827317579848,0.7810232033817645,0.8019422601342051,DOG
qwen,mtbench,static_3_1_4,4,0.45,2570,0.9108949416342412,0.8966303602171749,0.9251595230513076,DOG
qwen,mtbench,static_3_1_4,5,0.55,2357,0.9949087823504454,0.9806165540315996,1.0092010106692912,DOG
qwen,mtbench,static_3_1_4,6,0.6500000000000001,2276,1.050380785002929,1.0369383186346663,1.0638232513711916,DOG
qwen,mtbench,static_3_1_4,7,0.75,2291,1.1094136476065766,1.096762652619947,1.1220646425932062,DOG
qwen,mtbench,static_3_1_4,8,0.8500000000000001,2132,1.1629143214509068,1.1510798473725743,1.1747487955292393,DOG
qwen,mtbench,static_3_1_4,9,0.95,1788,1.1903430275913496,1.1785221334145948,1.2021639217681044,DOG
llama,livecodebench,static_7_1_8,0,0.05,1307,0.23958902612307353,0.2303368900946636,0.24884116215148347,DOG
llama,livecodebench,static_7_1_8,1,0.15000000000000002,681,0.3731906859660163,0.35383158773617635,0.39254978419585623,DOG
llama,livecodebench,static_7_1_8,2,0.25,375,0.4921904761904761,0.45886587058797734,0.5255150817929749,DOG
llama,livecodebench,static_7_1_8,3,0.35000000000000003,237,0.6130198915009041,0.5676130688989308,0.6584267141028773,DOG
llama,livecodebench,static_7_1_8,4,0.45,211,0.7867298578199052,0.7388300799974804,0.8346296356423301,DOG
llama,livecodebench,static_7_1_8,5,0.55,58,0.5985221674876846,0.5070390569050615,0.6900052780703078,DOG
llama,livecodebench,static_7_1_8,6,0.6500000000000001,36,0.9365079365079365,0.8364536302661217,1.0365622427497514,DOG
llama,livecodebench,static_7_1_8,7,0.75,53,0.9460916442048518,0.8623608270512111,1.0298224613584925,DOG
llama,livecodebench,static_7_1_8,8,0.8500000000000001,63,0.9682539682539684,0.9028854847926866,1.0336224517152501,DOG
llama,livecodebench,static_7_1_8,9,0.95,97,1.067746686303387,1.0285821010325857,1.1069112715741884,DOG
llama,math500,static_7_1_8,0,0.05,782,0.29265619291194733,0.2755027626053196,0.3098096232185751,DOG
llama,math500,static_7_1_8,1,0.15000000000000002,726,0.3886265249901613,0.3675362157486256,0.409716834231697,DOG
llama,math500,static_7_1_8,2,0.25,628,0.4902183803457689,0.46596603290285704,0.5144707277886809,DOG
llama,math500,static_7_1_8,3,0.35000000000000003,436,0.5517693315858453,0.5234818671900988,0.5800567959815918,DOG
llama,math500,static_7_1_8,4,0.45,424,0.5933288409703503,0.5687943264764735,0.6178633554642271,DOG
llama,math500,static_7_1_8,5,0.55,173,0.7018992568125515,0.6517717025212932,0.7520268111038098,DOG
llama,math500,static_7_1_8,6,0.6500000000000001,119,0.8391356542617043,0.7831641139511886,0.8951071945722201,DOG
llama,math500,static_7_1_8,7,0.75,87,0.9244663382594412,0.8592674795195834,0.9896651969992991,DOG
llama,math500,static_7_1_8,8,0.8500000000000001,89,0.9197431781701444,0.8605597743980853,0.9789265819422035,DOG
llama,math500,static_7_1_8,9,0.95,35,1.0,0.9148703411052916,1.0851296588947084,DOG
llama,mtbench,static_7_1_8,0,0.05,761,0.30655152994180584,0.28848144762438876,0.3246216122592229,DOG
llama,mtbench,static_7_1_8,1,0.15000000000000002,940,0.41838905775075985,0.3984449671829814,0.4383331483185383,DOG
llama,mtbench,static_7_1_8,2,0.25,665,0.5209452201933404,0.496031069963252,0.5458593704234288,DOG
llama,mtbench,static_7_1_8,3,0.35000000000000003,509,0.5961268593881561,0.5666134820218356,0.6256402367544767,DOG
llama,mtbench,static_7_1_8,4,0.45,362,0.6199684293606944,0.5849572815959215,0.6549795771254673,DOG
llama,mtbench,static_7_1_8,5,0.55,221,0.7097608274078862,0.663611485389741,0.7559101694260313,DOG
llama,mtbench,static_7_1_8,6,0.6500000000000001,139,0.8016443987667008,0.7463147066017253,0.8569740909316763,DOG
llama,mtbench,static_7_1_8,7,0.75,72,0.7896825396825395,0.7121516325680867,0.8672134467969924,DOG
llama,mtbench,static_7_1_8,8,0.8500000000000001,27,0.6984126984126983,0.5595474012710531,0.8372779955543435,DOG
llama,mtbench,static_7_1_8,9,0.95,0,,,,DOG
qwen,livecodebench,static_7_1_8,0,0.05,13870,0.2486764857348851,0.24610792646026342,0.2512450450095068,DOG
qwen,livecodebench,static_7_1_8,1,0.15000000000000002,4722,0.3303987414533793,0.32500932222268575,0.3357881606840728,DOG
qwen,livecodebench,static_7_1_8,2,0.25,1180,0.4157384987893462,0.4033658348063783,0.42811116277231415,DOG
qwen,livecodebench,static_7_1_8,3,0.35000000000000003,380,0.4710526315789474,0.4484871451406068,0.493618118017288,DOG
qwen,livecodebench,static_7_1_8,4,0.45,122,0.5140515222482436,0.4674267482556193,0.5606762962408679,DOG
qwen,livecodebench,static_7_1_8,5,0.55,24,0.5476190476190476,0.4483852681124245,0.6468528271256706,DOG
qwen,livecodebench,static_7_1_8,6,0.6500000000000001,2,,,,DOG
qwen,livecodebench,static_7_1_8,7,0.75,3,0.7142857142857143,0.28657864942316924,1.1419927791482594,DOG
qwen,livecodebench,static_7_1_8,8,0.8500000000000001,0,,,,DOG
qwen,livecodebench,static_7_1_8,9,0.95,0,,,,DOG
qwen,math500,static_7_1_8,0,0.05,12179,0.2459385593468851,0.2430696270322743,0.2488074916614959,DOG
qwen,math500,static_7_1_8,1,0.15000000000000002,5028,0.33876008637345145,0.33320361351757904,0.34431655922932386,DOG
qwen,math500,static_7_1_8,2,0.25,1763,0.4072603516732841,0.3968504141013455,0.4176702892452227,DOG
qwen,math500,static_7_1_8,3,0.35000000000000003,560,0.4349489795918367,0.41614466053937343,0.4537532986443,DOG
qwen,math500,static_7_1_8,4,0.45,140,0.5112244897959183,0.4674267203970488,0.5550222591947878,DOG
qwen,math500,static_7_1_8,5,0.55,34,0.5504201680672269,0.45142002879052634,0.6494203073439275,DOG
qwen,math500,static_7_1_8,6,0.6500000000000001,8,0.4642857142857143,0.24772163600863717,0.6808497925627914,DOG
qwen,math500,static_7_1_8,7,0.75,1,,,,DOG
qwen,math500,static_7_1_8,8,0.8500000000000001,1,,,,DOG
qwen,math500,static_7_1_8,9,0.95,0,,,,DOG
qwen,mtbench,static_7_1_8,0,0.05,5141,0.27309861894573034,0.26760289912227475,0.27859433876918593,DOG
qwen,mtbench,static_7_1_8,1,0.15000000000000002,4725,0.37055177626606195,0.3638106973753953,0.3772928551567286,DOG
qwen,mtbench,static_7_1_8,2,0.25,2414,0.4526571191857024,0.44191946527552345,0.46339477309588134,DOG
qwen,mtbench,static_7_1_8,3,0.35000000000000003,1422,0.5161744022503516,0.5014087988182973,0.530940005682406,DOG
qwen,mtbench,static_7_1_8,4,0.45,1372,0.5935027072053309,0.5803711052549775,0.6066343091556844,DOG
qwen,mtbench,static_7_1_8,5,0.55,704,0.8074269480519479,0.7817014021878155,0.8331524939160804,DOG
qwen,mtbench,static_7_1_8,6,0.6500000000000001,597,0.834888729361091,0.808768068588103,0.8610093901340791,DOG
qwen,mtbench,static_7_1_8,7,0.75,746,0.9594025277671389,0.9391077843947443,0.9796972711395334,DOG
qwen,mtbench,static_7_1_8,8,0.8500000000000001,678,0.8147914032869784,0.7861361336571181,0.8434466729168387,DOG
qwen,mtbench,static_7_1_8,9,0.95,666,1.0306735306735306,1.0118939018887874,1.0494531594582739,DOG
llama,livecodebench,static_7_4_8,0,0.05,972,0.2523515579071134,0.24297690120900853,0.2617262146052182,DOG
llama,livecodebench,static_7_4_8,1,0.15000000000000002,619,0.37802907915993533,0.3612146454221607,0.39484351289770997,DOG
llama,livecodebench,static_7_4_8,2,0.25,403,0.49698688408365826,0.4703281259646471,0.5236456422026694,DOG
llama,livecodebench,static_7_4_8,3,0.35000000000000003,269,0.5735528412108337,0.5369504579337486,0.6101552244879188,DOG
llama,livecodebench,static_7_4_8,4,0.45,276,0.7784679089026915,0.7386839858255134,0.8182518319798695,DOG
llama,livecodebench,static_7_4_8,5,0.55,76,0.674812030075188,0.608968683711354,0.7406553764390219,DOG
llama,livecodebench,static_7_4_8,6,0.6500000000000001,48,0.8303571428571429,0.7483940284235175,0.9123202572907683,DOG
llama,livecodebench,static_7_4_8,7,0.75,61,0.9742388758782203,0.9144256756658486,1.034052076090592,DOG
llama,livecodebench,static_7_4_8,8,0.8500000000000001,69,0.9730848861283641,0.9078670780402766,1.0383026942164517,DOG
llama,livecodebench,static_7_4_8,9,0.95,89,1.06099518459069,1.0225340059780323,1.0994563632033476,DOG
llama,math500,static_7_4_8,0,0.05,423,0.29078014184397155,0.2740083150421423,0.3075519686458008,DOG
llama,math500,static_7_4_8,1,0.15000000000000002,604,0.41863765373699147,0.3992672131106085,0.43800809436337446,DOG
llama,math500,static_7_4_8,2,0.25,537,0.5102420856610801,0.48737654929726526,0.5331076220248949,DOG
llama,math500,static_7_4_8,3,0.35000000000000003,434,0.5921658986175116,0.5660897359557014,0.6182420612793217,DOG
llama,math500,static_7_4_8,4,0.45,320,0.6330357142857143,0.6014804466780215,0.664590981893407,DOG
llama,math500,static_7_4_8,5,0.55,198,0.7077922077922076,0.6664930200137473,0.749091395570668,DOG
llama,math500,static_7_4_8,6,0.6500000000000001,129,0.8416389811738649,0.7907938461977816,0.8924841161499483,DOG
llama,math500,static_7_4_8,7,0.75,108,0.9232804232804234,0.8685913455593771,0.9779695010014696,DOG
llama,math500,static_7_4_8,8,0.8500000000000001,100,0.9228571428571428,0.8719817196464344,0.9737325660678512,DOG
llama,math500,static_7_4_8,9,0.95,25,0.9771428571428571,0.8779106043215087,1.0763751099642054,DOG
llama,mtbench,static_7_4_8,0,0.05,461,0.31422373721722957,0.29637565503666263,0.3320718193977965,DOG
llama,mtbench,static_7_4_8,1,0.15000000000000002,847,0.43042671614100186,0.41494432002752984,0.4459091122544739,DOG
llama,mtbench,static_7_4_8,2,0.25,748,0.5441176470588235,0.5244256674875942,0.5638096266300527,DOG
llama,mtbench,static_7_4_8,3,0.35000000000000003,634,0.590356016223524,0.568573214317532,0.6121388181295159,DOG
llama,mtbench,static_7_4_8,4,0.45,412,0.631761442441054,0.6033250422154341,0.6601978426666739,DOG
llama,mtbench,static_7_4_8,5,0.55,235,0.7179331306990882,0.6788416130758737,0.7570246483223027,DOG
llama,mtbench,static_7_4_8,6,0.6500000000000001,112,0.8201530612244898,0.7628060261447891,0.8775000963041906,DOG
llama,mtbench,static_7_4_8,7,0.75,70,0.8020408163265308,0.7314967608142771,0.8725848718387845,DOG
llama,mtbench,static_7_4_8,8,0.8500000000000001,16,0.875,0.73765008190756,1.01234991809244,DOG
llama,mtbench,static_7_4_8,9,0.95,4,0.857142857142857,0.6285238144830938,1.0857618998026202,DOG
qwen,livecodebench,static_7_4_8,0,0.05,8172,0.2867981260051744,0.28378948626551354,0.28980676574483527,DOG
qwen,livecodebench,static_7_4_8,1,0.15000000000000002,5993,0.35891873852828293,0.35472353364851295,0.3631139434080529,DOG
qwen,livecodebench,static_7_4_8,2,0.25,1969,0.42595951534499016,0.41762498472302295,0.43429404596695736,DOG
qwen,livecodebench,static_7_4_8,3,0.35000000000000003,579,0.5134468295090057,0.4954691109816827,0.5314245480363285,DOG
qwen,livecodebench,static_7_4_8,4,0.45,192,0.5416666666666666,0.5067074117328659,0.5766259216004673,DOG
qwen,livecodebench,static_7_4_8,5,0.55,72,0.6329365079365079,0.5725647174510522,0.6933082984219636,DOG
qwen,livecodebench,static_7_4_8,6,0.6500000000000001,30,0.7238095238095237,0.6261357372423209,0.8214833103767265,DOG
qwen,livecodebench,static_7_4_8,7,0.75,8,0.75,0.6125227291513249,0.8874772708486751,DOG
qwen,livecodebench,static_7_4_8,8,0.8500000000000001,1,,,,DOG
qwen,livecodebench,static_7_4_8,9,0.95,0,,,,DOG
qwen,math500,static_7_4_8,0,0.05,7262,0.27941928630444185,0.27607283938816113,0.28276573322072257,DOG
qwen,math500,static_7_4_8,1,0.15000000000000002,5460,0.36316064887493454,0.35817255149785704,0.36814874625201205,DOG
qwen,math500,static_7_4_8,2,0.25,2561,0.43777542254699603,0.429764665856457,0.44578617923753505,DOG
qwen,math500,static_7_4_8,3,0.35000000000000003,975,0.4864468864468864,0.4729364898447639,0.4999572830490089,DOG
qwen,math500,static_7_4_8,4,0.45,279,0.525857654889913,0.4995132508451774,0.5522020589346486,DOG
qwen,math500,static_7_4_8,5,0.55,42,0.49659863945578225,0.42829356895712484,0.5649037099544396,DOG
qwen,math500,static_7_4_8,6,0.6500000000000001,5,0.6285714285714284,0.34029378462379245,0.9168490725190644,DOG
qwen,math500,static_7_4_8,7,0.75,1,,,,DOG
qwen,math500,static_7_4_8,8,0.8500000000000001,1,,,,DOG
qwen,math500,static_7_4_8,9,0.95,0,,,,DOG
qwen,mtbench,static_7_4_8,0,0.05,3572,0.2760358342665173,0.2702888469475476,0.28178282158548695,DOG
qwen,mtbench,static_7_4_8,1,0.15000000000000002,4092,0.4047968160871387,0.39821510954664874,0.41137852262762864,DOG
qwen,mtbench,static_7_4_8,2,0.25,3277,0.47142421204062945,0.46329449794151645,0.47955392613974246,DOG
qwen,mtbench,static_7_4_8,3,0.35000000000000003,2138,0.5502472270479755,0.5389224822030135,0.5615719718929374,DOG
qwen,mtbench,static_7_4_8,4,0.45,1599,0.6198516930224247,0.6066778960897422,0.6330254899551072,DOG
qwen,mtbench,static_7_4_8,5,0.55,932,0.736817903126916,0.7164534479463074,0.7571823583075246,DOG
qwen,mtbench,static_7_4_8,6,0.6500000000000001,777,0.7992277992277992,0.7793157230205973,0.8191398754350011,DOG
qwen,mtbench,static_7_4_8,7,0.75,608,0.8973214285714284,0.8745594793854172,0.9200833777574395,DOG
qwen,mtbench,static_7_4_8,8,0.8500000000000001,536,0.9698827292110875,0.94966440836818,0.9901010500539951,DOG
qwen,mtbench,static_7_4_8,9,0.95,583,1.022053418279833,1.0040414048207762,1.04006543173889,DOG
llama,livecodebench,static_6_10_60,0,0.05,3016,0.52763041556145,0.5150739882387353,0.5401868428841646,DOG
llama,livecodebench,static_6_10_60,1,0.15000000000000002,171,1.0662768031189083,1.0283934904534076,1.104160115784409,DOG
llama,livecodebench,static_6_10_60,2,0.25,12,0.4305555555555556,0.27766101798666043,0.5834500931244507,DOG
llama,livecodebench,static_6_10_60,3,0.35000000000000003,2,,,,DOG
llama,livecodebench,static_6_10_60,4,0.45,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,DOG
llama,livecodebench,static_6_10_60,5,0.55,0,,,,DOG
llama,livecodebench,static_6_10_60,6,0.6500000000000001,0,,,,DOG
llama,livecodebench,static_6_10_60,7,0.75,0,,,,DOG
llama,livecodebench,static_6_10_60,8,0.8500000000000001,0,,,,DOG
llama,livecodebench,static_6_10_60,9,0.95,0,,,,DOG
llama,math500,static_6_10_60,0,0.05,2689,0.7273459774389489,0.7148111592300114,0.7398807956478864,DOG
llama,math500,static_6_10_60,1,0.15000000000000002,106,0.9528301886792452,0.8929879231863952,1.0126724541720953,DOG
llama,math500,static_6_10_60,2,0.25,6,0.638888888888889,0.32994365022380256,0.9478341275539753,DOG
llama,math500,static_6_10_60,3,0.35000000000000003,1,,,,DOG
llama,math500,static_6_10_60,4,0.45,0,,,,DOG
llama,math500,static_6_10_60,5,0.55,0,,,,DOG
llama,math500,static_6_10_60,6,0.6500000000000001,0,,,,DOG
llama,math500,static_6_10_60,7,0.75,0,,,,DOG
llama,math500,static_6_10_60,8,0.8500000000000001,0,,,,DOG
llama,math500,static_6_10_60,9,0.95,0,,,,DOG
llama,mtbench,static_6_10_60,0,0.05,2221,0.8207263995197359,0.807031915904013,0.8344208831354588,DOG
llama,mtbench,static_6_10_60,1,0.15000000000000002,144,0.9247685185185185,0.8757505575643396,0.9737864794726974,DOG
llama,mtbench,static_6_10_60,2,0.25,60,0.9916666666666666,0.9303190827576387,1.0530142505756943,DOG
llama,mtbench,static_6_10_60,3,0.35000000000000003,30,0.9333333333333335,0.8335350181987395,1.0331316484679274,DOG
llama,mtbench,static_6_10_60,4,0.45,17,0.8823529411764706,0.7578210610894175,1.0068848212635235,DOG
llama,mtbench,static_6_10_60,5,0.55,0,,,,DOG
llama,mtbench,static_6_10_60,6,0.6500000000000001,0,,,,DOG
llama,mtbench,static_6_10_60,7,0.75,0,,,,DOG
llama,mtbench,static_6_10_60,8,0.8500000000000001,0,,,,DOG
llama,mtbench,static_6_10_60,9,0.95,0,,,,DOG
qwen,livecodebench,static_6_10_60,0,0.05,12756,0.5248118532455315,0.5205229616098132,0.5291007448812498,DOG
qwen,livecodebench,static_6_10_60,1,0.15000000000000002,47,0.38652482269503535,0.3454315178982339,0.4276181274918368,DOG
qwen,livecodebench,static_6_10_60,2,0.25,13,0.3076923076923077,0.25743589743589745,0.35794871794871796,DOG
qwen,livecodebench,static_6_10_60,3,0.35000000000000003,4,0.29166666666666663,0.20999999999999996,0.3733333333333333,DOG
qwen,livecodebench,static_6_10_60,4,0.45,3,0.2222222222222222,0.11333333333333331,0.33111111111111113,DOG
qwen,livecodebench,static_6_10_60,5,0.55,0,,,,DOG
qwen,livecodebench,static_6_10_60,6,0.6500000000000001,0,,,,DOG
qwen,livecodebench,static_6_10_60,7,0.75,0,,,,DOG
qwen,livecodebench,static_6_10_60,8,0.8500000000000001,0,,,,DOG
qwen,livecodebench,static_6_10_60,9,0.95,0,,,,DOG
qwen,math500,static_6_10_60,0,0.05,12081,0.5308887233396794,0.5261475453495928,0.535629901329766,DOG
qwen,math500,static_6_10_60,1,0.15000000000000002,56,0.5922619047619049,0.499224020113779,0.6852997894100308,DOG
qwen,math500,static_6_10_60,2,0.25,18,0.2962962962962962,0.2540778964387374,0.33851469615385504,DOG
qwen,math500,static_6_10_60,3,0.35000000000000003,3,0.27777777777777773,0.16888888888888884,0.3866666666666666,DOG
qwen,math500,static_6_10_60,4,0.45,0,,,,DOG
qwen,math500,static_6_10_60,5,0.55,0,,,,DOG
qwen,math500,static_6_10_60,6,0.6500000000000001,0,,,,DOG
qwen,math500,static_6_10_60,7,0.75,0,,,,DOG
qwen,math500,static_6_10_60,8,0.8500000000000001,0,,,,DOG
qwen,math500,static_6_10_60,9,0.95,0,,,,DOG
qwen,mtbench,static_6_10_60,0,0.05,13413,0.750552946146773,0.7446572762830201,0.7564486160105259,DOG
qwen,mtbench,static_6_10_60,1,0.15000000000000002,739,1.087956698240866,1.0730204548216442,1.1028929416600877,DOG
qwen,mtbench,static_6_10_60,2,0.25,44,0.7916666666666665,0.6990001356209893,0.8843331977123438,DOG
qwen,mtbench,static_6_10_60,3,0.35000000000000003,25,0.7866666666666666,0.6726916726580716,0.9006416606752616,DOG
qwen,mtbench,static_6_10_60,4,0.45,8,0.5208333333333333,0.39078793527728684,0.6508787313893797,DOG
qwen,mtbench,static_6_10_60,5,0.55,0,,,,DOG
qwen,mtbench,static_6_10_60,6,0.6500000000000001,0,,,,DOG
qwen,mtbench,static_6_10_60,7,0.75,0,,,,DOG
qwen,mtbench,static_6_10_60,8,0.8500000000000001,0,,,,DOG
qwen,mtbench,static_6_10_60,9,0.95,0,,,,DOG
